val_loss,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/batch_size,config/num_layers,config/hidden_channels,config/num_radial,config/readout,config/activation,config/optimizer,config/scheduler,config/learning_rate
0.0262227151542902,1740049060,,True,25,2025-02-20_05-57-40,61.68353199958801,1575.7869815826416,2182223,c0003,192.168.27.3,1575.7869815826416,25,"13_activation=ssp,batch_size=32,hidden_channels=256,learning_rate=0.0007,num_layers=5,num_radial=25,optimizer=adam,readout=add,scheduler=reduce_on_plateau",32,5,256,25,add,ssp,adam,reduce_on_plateau,0.0006596983795762899
0.03058384731411934,1740043259,,True,25,2025-02-20_04-20-59,60.05069923400879,1514.2211239337921,1943724,c0003,192.168.27.3,1514.2211239337921,25,"8_activation=relu,batch_size=32,hidden_channels=64,learning_rate=0.0001,num_layers=4,num_radial=25,optimizer=rmsprop,readout=add,scheduler=step",32,4,64,25,add,relu,rmsprop,step,0.0001238601802050704
0.031258855015039444,1740052017,,True,25,2025-02-20_06-46-57,62.702348709106445,1585.5629694461823,2333225,c0003,192.168.27.3,1585.5629694461823,25,"15_activation=tanh,batch_size=32,hidden_channels=128,learning_rate=0.0009,num_layers=5,num_radial=75,optimizer=adam,readout=mean,scheduler=cosine",32,5,128,75,mean,tanh,adam,cosine,0.0009284152029288975
0.03470802679657936,1740046014,,True,25,2025-02-20_05-06-54,65.88334131240845,1681.4199573993683,2058525,c0003,192.168.27.3,1681.4199573993683,25,"11_activation=relu,batch_size=32,hidden_channels=256,learning_rate=0.0001,num_layers=5,num_radial=25,optimizer=adamw,readout=add,scheduler=cosine",32,5,256,25,add,relu,adamw,cosine,0.0001139911565353582
0.04913266748189926,1740050424,,True,25,2025-02-20_06-20-24,54.00157284736633,1356.1024792194366,2259069,c0003,192.168.27.3,1356.1024792194366,25,"14_activation=tanh,batch_size=32,hidden_channels=128,learning_rate=0.0003,num_layers=3,num_radial=50,optimizer=rmsprop,readout=mean,scheduler=cosine",32,3,128,50,mean,tanh,rmsprop,cosine,0.00033558612614468207
